SKU,Vintage,Producer,Vineyard,Designation,Color,Region,Varietal,Intensity,Age,Fruit 1,Fruit 2,Fruit 3,Fruit Character,Non Fruit 1,Non Fruit 2,Non Fruit 3,Non Fruit 4,Earth,Mineral,Wood Character,Tannin,Acid,Alcohol,Body,Texture
138746,2015,Bertheau,Les Amoureuses,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138747,2015,Bertheau,Les Amoureuses,Premier Cru,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137518,2009,Billard-Gonnet,,Clos Verger,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
137520,2009,Billard-Gonnet,,Les Pezerolles,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
137519,2010,Billard-Gonnet,,Clos Verger,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
137521,2010,Billard-Gonnet,,Les Pezerolles,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
14964,2005,Bouchard Pere et Fils,Greves,"Greves, L'Enfant Jesus",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
42652,2005,Bouchard Pere et Fils,Chambertin Clos de Beze,Clos de Beze,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
140840,2010,Bouchard Pere et Fils,Chambertin,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137208,2010,Bouchard Pere et Fils,Lavaux St. Jacques,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
55404,1993,Bouchard Pere et Fils,La Romanee,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
50448,1993,Bouchard Pere et Fils,La Romanee,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
50448,1993,Bouchard Pere et Fils,La Romanee,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
32317,1999,Bouchard Pere et Fils,La Romanee,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
20031,2005,Bouchard Pere et Fils,La Romanee,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
142037,2009,"Bouchard, Pere et Fils",Greves,"Greves, Vigne de L'Enfant Jesus",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
142038,2009,"Bouchard, Pere et Fils",Greves,"Greves, Vigne de L'Enfant Jesus",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
144824,2008,"Bouchard, Pere et Fils",,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137207,2010,"Bouchard, Pere et Fils ",Chambertin Clos de Beze,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
129903,2010,"Bouchard, Pere et Fils ",,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
144285,2010,"Bouchard, Pere et Fils ",,Les Cailles,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Herbal,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141162,2015,Boursot,Les Fuees,Les Fuees,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
140810,2015,Boursot,,Les Retraits,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
144599,2016,Buisson-Charles,Corton Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
142788,2014,C. Dugat,Charmes Chambertin,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Leather,Black Tea,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133696,1947,C. Giroud,,,Red,RedBurgundy,Pinot Noir,Medium,Mature,,,,Dry,,,,,,,,Medium,Medium Plus,Medium,Medium,Lean
25044,,C. Giroud,,Suchots,Red,RedBurgundy,Pinot Noir,Medium,Mature,,,,Dry,,,,,,,,Medium,Medium Plus,Medium,Medium,Lean
122550,1964,C. Vienot,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Leather,Black Tea,Herbal,Mushroom,Dust,,Medium,Medium Plus,Medium,Medium,Lean
130083,1999,Chandon de Briailles,Corton Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143249,2015,Chanson,,Bastion,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
122623,2012,Chateau de la Tour,Clos Vougeot,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Mocha,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141957,2014,Chateau de la Tour,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Mocha,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
134088,2014,Chateau de la Tour,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Mocha,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
142123,2014,Chateau de la Tour,Clos Vougeot,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Spice,Mocha,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141693,1990,Chezeaux,Clos St. Denis,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
145156,1959,Clair Dau,,Clos de Beze,Red,RedBurgundy,Pinot Noir,Medium,Mature,,,,Dry,,,,,,,,Medium,Medium Plus,Medium,Medium,Lean
15361,1996,Comte Armand,Clos Epeneaux,Clos des Epeneaux,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143022,2012,Comte Armand,Clos des Epeneaux Monopole,Clos des Epeneaux,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143016,2013,Comte Armand,Clos des Epeneaux Monopole,Clos des Epeneaux,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143017,2014,Comte Armand,Clos des Epeneaux Monopole,Clos des Epeneaux,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
53882,1959,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Soy Sauce,Black Tea,Leather,Dried-Leaves,Dust,,Medium,Medium Plus,Medium,Medium,Lean
109783,1966,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Soy Sauce,Black Tea,Leather,Dried-Leaves,Dust,,Medium,Medium Plus,Medium,Medium,Lean
42629,1976,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Soy Sauce,Black Tea,Leather,Dried-Leaves,Dust,,Medium,Medium Plus,Medium,Medium,Lean
42551,1993,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
8936,1996,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
124423,1999,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
25490,2008,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
112424,2010,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
120465,2011,Comte de Vogue,Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27863,2004,Comte de Vogue,,Premier Cru,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141024,2016,Comte de Vogue,<none>,Premier Cru,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27117,1966,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Soy Sauce,Black Tea,Leather,Dried-Leaves,Dust,,Medium,Medium Plus,Medium,Medium,Lean
26502,1971,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Soy Sauce,Black Tea,Leather,Dried-Leaves,Dust,,Medium,Medium Plus,Medium,Medium,Lean
50818,1990,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,Mushroom,Stone,,Medium,Medium Plus,Medium,Medium,Round
50821,1999,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
140860,2002,Comte de Vogue,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
52872,2005,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
25493,2008,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
103027,2009,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
112426,2010,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
115376,2011,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
119388,2012,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
119796,2015,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141023,2016,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
141023,2016,Comte de Vogue,Musigny,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Meat,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
135971,2012,Comte Lafon,,Les Duresses,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
29208,1999,Comte Lafon,Santenots-Du-Milieu,Santenots,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
42672,2005,Comte Lafon,Santenots-Du-Milieu,Santenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
110957,2010,Comte Lafon,Santenots-Du-Milieu,Santenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
120415,2012,Comte Lafon,Santenots,Santenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
139337,2015,Comte Lafon,Santenots-Du-Milieu,Santenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
139337,2015,Comte Lafon,Santenots-Du-Milieu,Santenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138984,2014,Comte Liger-Belair,Echezeaux,Cuvee Charlotte Dumay,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138983,2014,Comte Liger-Belair,Echezeaux,Cuvee Charlotte Dumay,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138986,2014,Comte Liger-Belair,Echezeaux,Cuvee JL Bissey,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138988,2014,Comte Liger-Belair,Echezeaux,Cuvee Madelaine Collignon,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
138987,2014,Comte Liger-Belair,Echezeaux,Cuvee Madelaine Collignon,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
12443,2011,Comte Liger-Belair,,Aux Lavieres,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
29890,2003,Comte Liger-Belair,Clos Chateau,Clos du Chateau,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
140065,2015,Comte Liger-Belair,Colombiere,La Colombiere,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
140066,,Comte Liger-Belair,,La Colombiere,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Lean
133991,2016,Coquard-Loison-Fleurot,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133992,2016,Coquard-Loison-Fleurot,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143131,2017,Coquard-Loison-Fleurot,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143135,2017,Coquard-Loison-Fleurot,Charmes Chambertin,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133998,2016,Coquard-Loison-Fleurot,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143136,2017,Coquard-Loison-Fleurot,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133996,2016,Coquard-Loison-Fleurot,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143134,2017,Coquard-Loison-Fleurot,Clos Vougeot,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133995,2016,Coquard-Loison-Fleurot,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143133,2017,Coquard-Loison-Fleurot,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143125,2017,Coquard-Loison-Fleurot,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143126,2017,Coquard-Loison-Fleurot,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133993,2016,Coquard-Loison-Fleurot,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143127,2017,Coquard-Loison-Fleurot,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137457,2015,Coste-Caumartin,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
139807,2015,Coste-Caumartin,La Rue au Port,La Rue Au Port,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
137163,2015,Coste-Caumartin,Le Clos de Boucherottes,Clos des Boucherottes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
134831,2011,Courcel,Grand clos des Epenots,Grand Clos des Epenots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Herbal,Floral,Spice,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
140163,2014,D. Bachelet,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
26097,1993,D. Bocquenet,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
26097,1993,D. Bocquenet,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143224,1993,D. Bocquenet,,Aux St. Julien,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143224,1993,D. Bocquenet,,Aux St. Julien,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
135982,2010,D. Duband,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
135984,2010,D. Duband,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
132886,2016,D. Gruhier,<none>,Epineuil,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143185,2005,D. Mortet,Chambertin,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
135988,2008,D. Mortet,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
135990,2011,D. Mortet,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Plum,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137214,2013,D. Mortet,,Mes Cinq Terroirs,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Plum,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
123051,2013,D. Mortet,,Mes Cinq Terroirs,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Plum,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
139251,2016,D. Mortet,,Premier Cru,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Plum,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
137523,2009,D. Mugneret et Fils,Les Seuvrees,Les Seuvrees,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
10097,1988,D. Rion,,Clos des Argillieres,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
