SKU,Vintage,Producer,Vineyard,Designation,Color,Region,Varietal,Intensity,Age,Fruit 1,Fruit 2,Fruit 3,Fruit Character,Non Fruit 1,Non Fruit 2,Non Fruit 3,Non Fruit 4,Earth,Mineral,Wood Character,Tannin,Acid,Alcohol,Body,Texture
145143,1983,D'Angerville,,Champans,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Lean
145142,1993,D'Angerville,,Caillerets,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
27087,1993,D'Auvenay (Leroy),Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Leather,Meat,Floral,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
142122,1996,D'Auvenay (Leroy),Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Leather,Meat,Floral,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
138639,2009,D'Auvenay (Leroy),Bonnes Mares,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Leather,Meat,Floral,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
134832,2011,De Courcel,Grand clos des Epenots,Rugiens Bas,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
144158,1999,Domaine Bizot,,,Red,RedBurgundy,Pinot Noir,Medium,Developing,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
145162,2011,Domaine Clos de la Chapelle,,Le Rognet,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143230,2013,Domaine Clos de la Chapelle,Bressandes,Bressandes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
142174,2006,Domaine Clos de la Chapelle,,En Carelle,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
145163,2011,Domaine Clos de la Chapelle,,En Carelle,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
145164,2011,Domaine Clos de la Chapelle,,Les Taillepieds,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
143232,2013,Domaine Clos de la Chapelle,Taillepieds,Les Taillepieds,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
140031,2010,Domaine de l'Arlot,Romanee St. Vivant,Les Suchots,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
105994,2009,Domaine de la Romanee Conti,Corton,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Mocha,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27051,1989,Domaine de la Romanee Conti,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Meat,Herbal,Leather,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
13256,1994,Domaine de la Romanee Conti,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Mocha,Meat,Herbal,Mushroom,Stone,,Medium,Medium Plus,Medium,Medium,Round
43184,2006,Domaine de la Romanee Conti,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Floral,Smoke,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143233,1990,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Blackberry,Raspberry,Fresh,Spice,Herbal,Leather,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
17635,1998,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Blackberry,Raspberry,Fresh,Spice,Herbal,,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
21089,2000,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
22727,2001,Domaine de la Romanee Conti,Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
45262,2007,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Smoke,Meat,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
116047,2011,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Meat,Smoke,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
130633,2014,Domaine de la Romanee Conti,Grands Echezeaux,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Floral,Smoke,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
117540,1949,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Mature,,,,Dry,,,,,,,,Medium,Medium Plus,Medium,Medium,Lean
42657,1959,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Black-Cherry,Raspberry,Dry,Floral,Spice,Leather,Mocha,Dried-Leaves,Stone,,Medium,Medium Plus,Medium,Medium,Lean
237480,1979,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Black-Cherry,Raspberry,Dry,Floral,Spice,Hoisin Sauce,Soy Sauce,Dried-Leaves,Stone,,Medium,Medium Plus,Medium,Medium,Lean
19889,1985,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Soy Sauce,Leather,Meat,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
19890,1989,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Soy Sauce,Smoke,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
27053,1991,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Herbal,Leather,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
14564,1995,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Black Tea,Leather,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
17636,1998,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Black-Cherry,Fresh,Spice,Herbal,Hoisin Sauce,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
19258,1999,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
21090,2000,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
42540,2002,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Herbal,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
43186,2006,Domaine de la Romanee Conti,la Tache,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Herbal,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
19896,1985,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Meat,Hoisin Sauce,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
51382,1988,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Truffle,Meat,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
27054,1989,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Leather,Meat,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
14708,1990,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Blackberry,Raspberry,Fresh,Spice,Herbal,Hoisin Sauce,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
14709,1993,Domaine de la Romanee Conti,,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Blackberry,Raspberry,Fresh,Spice,Herbal,Green-Bell-Pepper,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
17637,1998,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
42221,2005,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Meat,Floral,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
43190,2006,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Meat,Floral,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
105998,2009,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Mocha,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
105998,2009,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Mocha,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
111160,2010,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
142408,2014,Domaine de la Romanee Conti,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Floral,Spice,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
130715,2014,Domaine de la Romanee Conti,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Black Tea,Meat,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
29793,1976,Domaine de la Romanee Conti,Romanee Conti,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Cranberry,Raspberry,Dry,Spice,Floral,Herbal,Black Tea,Dried-Leaves,Stone,,Medium,Medium Plus,Medium,Medium,Lean
30978,1983,Domaine de la Romanee Conti,,,Red,RedBurgundy,Pinot Noir,Medium,Mature,,,,Fresh,,,,,,,,Medium,Medium Plus,Medium,Medium,Lean
25807,2002,Domaine de la Romanee Conti,Romanee Conti,,Red,RedBurgundy,Pinot Noir,Medium,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Floral,Mocha,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
38104,1980,Domaine de la Romanee Conti,,,Red,RedBurgundy,Pinot Noir,Medium,Mature,Red-Cherry,Black-Cherry,Raspberry,Dry,Spice,Floral,Leather,Black Tea,mushroom,Stone,,Medium,Medium Plus,Medium,Medium,Lean
52878,1988,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Black Tea,,Soil,Stone,,Medium,Medium Plus,Medium,Medium,Round
15392,1993,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Floral,Meat,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27056,1996,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Herbal,Mocha,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27057,1997,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Herbal,Mocha,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
22728,2001,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Hoisin Sauce,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
25804,2002,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Floral,Spice,Herbal,Leather,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
45264,2007,Domaine de la Romanee Conti,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Floral,Spice,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
116048,2011,Domaine de la Romanee Conti,Romanee St. Vivant,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Floral,Spice,Leather,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143234,2005,Domaine de Montille,Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
136390,2008,Domaine de Montille,Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143153,2017,Domaine de Montille,Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143152,2017,Domaine de Montille,Clos du Roi,Clos du Roi,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143235,2005,Domaine de Montille,Les Rugiens,Les Rugiens,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
135991,2013,Domaine de Montille,Les Rugiens,Les Rugiens,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143236,2005,Domaine de Montille,Taillepieds,Taillepieds,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Floral,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
2047,2014,Domaine de Montille,Champans,Champans,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Meat,Smoke,Herbal,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
116870,2008,Domaine de Montille,Aux Malconsorts,Les Malconsorts,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
32113,2002,Domaine des Lambrays,Clos des Lambrays,,Red,RedBurgundy,Pinot Noir,Medium,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
283431,2005,Domaine des Lambrays,Clos des Lambrays,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
28804,2005,Domaine des Lambrays,Clos des Lambrays,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
135992,2011,Domaine des Lambrays,Clos des Lambrays,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Herbal,Floral,Meat,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
20503,1999,Domaine du Clos de Tart,Clos de Tart,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Black-Cherry,Raspberry,Fresh,Herbal,Spice,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
30348,2005,Domaine du Clos de Tart,Clos de Tart,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Raspberry,Fresh,Spice,Floral,Herbal,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
136463,2006,Domaine du Clos de Tart,Clos de Tart,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Floral,Spice,Herbal,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143186,2010,Domaine du Clos de Tart,Clos de Tart,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Black-Cherry,Plum,Fresh,Floral,Spice,Herbal,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
129533,2015,Domaine Fourrier,,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143071,2017,Domaine Fourrier,Chambertin,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Smoke,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
129514,2015,Domaine Fourrier,Clos St. Jacques,"Clos St. Jacques, Cuvee Centenaire",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
139019,2016,Domaine Fourrier,,"Les Cherbaudes, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133965,2016,Domaine Fourrier,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133961,2016,Domaine Fourrier,Clos St. Jacques,"Clos St. Jacques, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133962,2016,Domaine Fourrier,Combes aux Moines,"Combe Aux Moines, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
133963,2016,Domaine Fourrier,Goulots,"Les Goulots, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143069,2017,Domaine Fourrier,,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143065,2017,Domaine Fourrier,Clos St. Jacques,"Clos St. Jacques, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143066,2017,Domaine Fourrier,Combes aux Moines,"Combe Aux Moines, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143067,2017,Domaine Fourrier,Goulots,"Les Goulots, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
143054,2017,Domaine Fourrier,Griotte Chambertin,Vieilles Vignes,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
139021,2016,Domaine Fourrier,,"Clos Sorbes, Vieilles Vignes",Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,,,,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
50651,1999,Domaine Leroy,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
43848,2000,Domaine Leroy,Clos de la Roche,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
30098,1991,Domaine Leroy,Clos Vougeot,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
20047,1996,Domaine Leroy,Clos Vougeot,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27074,2000,Domaine Leroy,Clos Vougeot,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
50692,2005,Domaine Leroy,Clos Vougeot,,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27076,1993,Domaine Leroy,Renardes,Renardes,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
27079,1999,Domaine Leroy,Renardes,Renardes,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
53540,2001,Domaine Leroy,Renardes,Renardes,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
19957,1990,Domaine Leroy,,Les Boudots,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
142883,1997,Domaine Leroy,,Les Vignots,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,Herbal,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
30075,1988,Domaine Leroy,Richebourg,,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
105361,2009,Domaine Leroy,les Narbantons,Narbantons,Red,RedBurgundy,Pinot Noir,Medium Plus,Youthful,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
17950,1990,Domaine Leroy,Les Beaux Monts,Les Beaux Monts,Red,RedBurgundy,Pinot Noir,Medium,Developing,Red-Cherry,Cranberry,Raspberry,Fresh,Spice,Floral,Meat,,Soil,Stone,Toast,Medium,Medium Plus,Medium,Medium,Round
